,Unnamed: 0,old_ind,Hotel_Name,Average_Score,key
576,576,199865,Novotel London Wembley,8.9,"[u'arena', u'bathroom', u'bed', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'comfy', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'minute', u'modern', u'nice', u'park', u'perfect', u'positive', u'really', u'room', u'service', u'shower', u'spacious', u'stadium', u'staff', u'station', u'stay', u'tube', u'walk', u'well', u'wembley', u'would']"
577,577,201116,Le Relais M dicis,8.3,[]
578,578,201146,Les Jardins De La Villa Spa,8.8,"[u'friendly', u'good', u'hotel', u'location', u'room', u'staff']"
579,579,201254,Warwick Paris Former Warwick Champs Elysees ,8.1,"[u'good', u'hotel', u'location', u'room', u'staff']"
580,580,201665,Park Hyatt Paris Vendome,8.9,[]
581,581,201694,My Home In Paris,9.1,"[u'breakfast', u'clean', u'hotel', u'room', u'staff']"
582,582,201776,Mercure Paris Op ra Faubourg Montmartre,7.5,[]
583,583,201809,Best Western Plus Elys e Secret,7.7,[u'location']
584,584,201920,Villa Beaumarchais,8.1,"[u'breakfast', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'quiet', u'room', u'staff']"
585,585,202215,H tel Mansart Esprit de France,8.6,[u'location']
586,586,202331,Holiday Inn Paris Gare de l Est,7.9,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'de', u'est', u'excellent', u'friendly', u'front', u'gare', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'paris', u'positive', u'right', u'room', u'staff', u'station', u'stay', u'train']"
587,587,203460,Le Cinq Codet,9,"[u'great', u'hotel', u'location', u'room', u'staff']"
588,588,203717,La Maison Favart,9.2,"[u'hotel', u'location', u'staff']"
589,589,203844,Le Pradey,8.8,[u'location']
590,590,203903,Threadneedles Autograph Collection,8.8,"[u'hotel', u'location', u'room', u'staff']"
591,591,204099,Sanderson A Morgans Hotel,9,"[u'bar', u'friendly', u'great', u'hotel', u'location', u'room', u'staff']"
592,592,204423,The Arch London,9.1,"[u'hotel', u'location', u'room', u'staff']"
593,593,204614,Commodore Hotel,6.7,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'hyde', u'location', u'nice', u'park', u'positive', u'room', u'staff', u'station', u'walk']"
594,594,205567,Golden Tulip Washington Opera,8.3,[u'location']
595,595,205669,Residence Henri IV,9.1,"[u'hotel', u'location', u'room', u'staff']"
596,596,205840,Hotel du Collectionneur Arc de Triomphe,8.1,"[u'good', u'hotel', u'location', u'room', u'staff']"
597,597,206177,The Westbourne Hyde Park,8.9,"[u'clean', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
598,598,206452,Hotel Le Mareuil,8.9,[u'room']
599,599,206499,Mercure Paris Champs Elys es,7.2,[]
600,600,206538,Best Western Le 18 Paris,7.6,"[u'clean', u'room', u'staff']"
601,601,206624,The Lodge Hotel Putney,8.2,"[u'friendly', u'good', u'hotel', u'location', u'nice', u'room', u'staff']"
602,602,206921,Shaftesbury Hyde Park International,8,"[u'bayswater', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'hyde', u'location', u'london', u'lovely', u'nice', u'park', u'positive', u'really', u'restaurant', u'room', u'small', u'staff', u'station', u'stay', u'tube', u'walk']"
603,603,207950,The Montcalm At Brewery London City,8.8,"[u'also', u'barbican', u'bathroom', u'beautiful', u'bed', u'breakfast', u'clean', u'club', u'comfortable', u'comfy', u'everything', u'excellent', u'facility', u'fantastic', u'free', u'friendly', u'go', u'good', u'great', u'hare', u'helpful', u'hotel', u'location', u'london', u'lovely', u'make', u'nice', u'positive', u'quiet', u'really', u'room', u'service', u'staff', u'stay', u'upgrade', u'walk', u'welcome', u'well', u'would']"
604,604,209267,H tel Powers,8.5,"[u'hotel', u'location', u'room', u'staff']"
605,605,209504,Villa Lut ce Port Royal,7,[]
606,606,209551,Oceania Paris Porte De Versailles,8.2,"[u'clean', u'good', u'great', u'hotel', u'location', u'nice', u'pool', u'room', u'staff']"
607,607,209824,BEST WESTERN Maitrise Hotel Maida Vale,7.1,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'room', u'shower', u'staff', u'station', u'tube']"
608,608,210640,Novotel London City South,8.7,"[u'clean', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
609,609,210952,The Dorchester Dorchester Collection,9.1,"[u'hotel', u'staff']"
610,610,211177,Mercure Paris Bastille Marais,8.1,[]
611,611,211211,Hilton London Angel Islington,8.6,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff']"
612,612,211869,Fifty Four Boutique Hotel,8.2,"[u'bed', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'room', u'staff']"
613,613,212179,Chateau Frontenac,8.5,"[u'location', u'room', u'staff']"
614,614,212367,H tel Du Jeu De Paume,8.7,"[u'location', u'staff']"
615,615,212473,The Sumner Hotel,8.5,"[u'breakfast', u'clean', u'friendly', u'good', u'hotel', u'location', u'room', u'staff']"
616,616,212739,W12 Rooms,8.7,"[u'bed', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'next', u'nice', u'room', u'staff', u'station', u'stay', u'tube']"
617,617,213144,Renaissance Paris Le Parc Trocadero Hotel,8.1,[]
618,618,213170,Shaftesbury Premier London Paddington,7.3,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'near', u'nice', u'paddington', u'positive', u'quiet', u'really', u'room', u'small', u'staff', u'station', u'stay', u'tube', u'walk', u'well']"
619,619,214716,Hotel Carlton s Montmartre,7.8,"[u'location', u'view']"
620,620,214806,Hotel Monge,9.4,"[u'hotel', u'staff']"
621,621,214921,Mimi s Hotel Soho,8.3,"[u'bar', u'bed', u'clean', u'comfortable', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'small', u'staff']"
622,622,215311,Victoires Opera,7.5,[]
623,623,215358,Holiday Inn London Oxford Circus,7.5,"[u'bed', u'breakfast', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
624,624,215842,Dorsett Shepherds Bush,8.6,"[u'also', u'bar', u'bathroom', u'beautiful', u'bed', u'breakfast', u'bus', u'bush', u'centre', u'clean', u'close', u'comfortable', u'comfy', u'decor', u'everything', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'perfect', u'positive', u'really', u'restaurant', u'room', u'service', u'shepherd', u'shop', u'shopping', u'shower', u'staff', u'station', u'stay', u'tube', u'walk', u'well', u'westfield', u'would']"
625,625,217108,New Linden Hotel,7.6,"[u'area', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'quiet', u'restaurant', u'room', u'staff', u'station', u'stay', u'tube', u'walk']"
626,626,217984,Le Burgundy Paris,9.1,"[u'hotel', u'location', u'room', u'staff']"
627,627,218145,Hotel Sezz Paris,8.4,[]
628,628,218169,Hotel Montaigne,8.1,[u'location']
629,629,218258,Hotel Royal Elys es,7,[u'location']
630,630,218303,Mercure Paris Bercy Biblioth que,8.4,"[u'clean', u'good', u'hotel', u'location', u'metro', u'room', u'staff']"
631,631,218428,Hazlitt s,9,"[u'great', u'hotel', u'location', u'room', u'staff']"
632,632,218669,Park Plaza London Waterloo,8.8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'modern', u'nice', u'room', u'staff', u'walk']"
633,633,219221,citizenM London Shoreditch,9.1,"[u'amaze', u'area', u'bar', u'bed', u'breakfast', u'check', u'clean', u'comfortable', u'comfy', u'control', u'cool', u'design', u'everything', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'ipad', u'light', u'like', u'location', u'love', u'modern', u'movie', u'nice', u'really', u'room', u'shoreditch', u'shower', u'small', u'staff', u'stay', u'super', u'tv', u'well']"
634,634,220059,H tel Balzac,8.3,"[u'location', u'staff']"
635,635,220225,Victoria Palace Hotel,8.3,[]
636,636,220249,Hotel Eug ne en Ville,8.3,"[u'good', u'hotel', u'location', u'room', u'staff']"
637,637,220440,Newhotel Roblin,8.8,"[u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
638,638,220711,Le Relais Montmartre,9.3,"[u'friendly', u'helpful', u'hotel', u'location', u'room', u'staff']"
639,639,220893,Amarante Beau Manoir,7.2,"[u'location', u'staff']"
640,640,221052,Hotel Maison FL,8.7,"[u'location', u'room', u'staff']"
641,641,221154,Balmoral Champs Elys es,8.7,"[u'location', u'staff']"
642,642,221268,The Chess Hotel,8.7,"[u'good', u'great', u'hotel', u'location', u'room', u'staff']"
643,643,221503,AC Hotel Paris Porte Maillot by Marriott,8.5,"[u'hotel', u'staff']"
644,644,221578,B Montmartre,9.2,[u'staff']
645,645,221668,H tel Regent s Garden,9.1,"[u'garden', u'hotel', u'location', u'room', u'staff']"
646,646,221759,Mercure Paris 15 Porte de Versailles,8,[]
647,647,221784,Hotel Le Placide Saint Germain Des Pr s,8.4,[]
648,648,221808,Hotel VIU Milan,8.9,[u'hotel']
649,649,221866,Sofitel London St James,9.2,"[u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'service', u'staff']"
650,650,222218,Baglioni Hotel London The Leading Hotels of the World,9,[u'staff']
651,651,222332,DoubleTree by Hilton London Islington,8.6,"[u'arrival', u'bar', u'bed', u'breakfast', u'check', u'clean', u'comfortable', u'comfy', u'cookie', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'quiet', u'room', u'staff', u'station', u'stay', u'tube']"
652,652,223241,Nell Hotel Suites,8.8,[u'staff']
653,653,223286,Rydges Kensington Hotel,8.1,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'station', u'tube']"
654,654,223782,Club Quarters Hotel Lincoln s Inn Fields,8.9,"[u'area', u'bed', u'central', u'check', u'clean', u'close', u'coffee', u'comfortable', u'comfy', u'covent', u'everything', u'excellent', u'facility', u'free', u'friendly', u'garden', u'good', u'great', u'helpful', u'holborn', u'hotel', u'like', u'location', u'london', u'lovely', u'nice', u'park', u'perfect', u'quiet', u'really', u'reception', u'room', u'staff', u'station', u'stay', u'tea', u'theatre', u'tube', u'walk', u'water', u'well', u'would']"
655,655,224921,Novotel Paris Centre Tour Eiffel,7.6,"[u'breakfast', u'eiffel', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'tower', u'view']"
656,656,225418,Best Western Plus 61 Paris Nation Hotel,7.7,"[u'clean', u'room', u'staff']"
657,657,225492,Hotel Monsieur,9,"[u'good', u'helpful', u'hotel', u'location', u'room', u'staff']"
658,658,225672,Hotel Saint Dominique,8.7,[u'location']
659,659,225793,Clayton Hotel Chiswick,8.5,"[u'bar', u'bathroom', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'large', u'location', u'london', u'lovely', u'modern', u'nice', u'positive', u'quiet', u'really', u'room', u'shower', u'spacious', u'staff', u'station', u'stay', u'tube', u'well']"
660,660,226715,Park Plaza London Park Royal,8.9,"[u'hotel', u'room', u'staff']"
661,661,226912,Hotel Malte Astotel,8.9,[]
662,662,226938,Best Western Palm Hotel,7.9,"[u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'park', u'positive', u'really', u'room', u'shower', u'staff', u'stay']"
663,663,227887,InterContinental Paris Avenue Marceau,7.9,[u'location']
664,664,227932,Mercure Tour Eiffel Grenelle,8.3,[]
665,665,227971,Mercure Paris Bastille Saint Antoine,7.9,[]
666,666,227993,Boutique H tel Konfidentiel,8.9,[]
667,667,228012,The Piccadilly London West End,9,"[u'amaze', u'arrival', u'bed', u'birthday', u'breakfast', u'check', u'clean', u'comfortable', u'comfy', u'everything', u'excellent', u'fantastic', u'friendly', u'glass', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'make', u'nice', u'perfect', u'positive', u'prosecco', u'really', u'room', u'service', u'staff', u'stay', u'theatre', u'touch', u'upgrade', u'walk', u'welcome', u'well']"
668,668,229137,R Kipling by Happyculture,8.3,"[u'friendly', u'staff']"
669,669,229221,Hotel Des Saints Peres Esprit de France,8.8,"[u'hotel', u'location', u'room', u'staff']"
670,670,229326,Best Western Hotel Montmartre Sacr Coeur,7.2,"[u'friendly', u'good', u'helpful', u'hotel', u'room', u'staff']"
671,671,229592,Kingsway Hall Hotel,8.5,"[u'bed', u'clean', u'comfortable', u'covent', u'excellent', u'friendly', u'garden', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff', u'stay']"
672,672,230275,Mandarin Oriental Hyde Park London,8.5,"[u'location', u'staff']"
673,673,230360,H tel Jos phine by Happyculture,8.1,"[u'breakfast', u'hotel', u'room', u'staff']"
674,674,230436,Radisson Blu Edwardian Vanderbilt,8.2,"[u'albert', u'bar', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'excellent', u'food', u'friendly', u'good', u'great', u'hall', u'helpful', u'hotel', u'location', u'lovely', u'museum', u'nice', u'positive', u'quiet', u'really', u'restaurant', u'room', u'service', u'staff', u'station', u'stay', u'tube', u'walk', u'welcome', u'well']"
675,675,231734,Hotel Le Chat Noir,8.2,[u'staff']
676,676,231863,Hotel Cafe Royal,9.3,"[u'great', u'hotel', u'location', u'room', u'service', u'staff']"
677,677,232227,Mercure Vaugirard Paris Porte De Versailles,8.5,"[u'location', u'metro', u'room', u'staff']"
678,678,232333,Grange Rochester Hotel,8.2,"[u'bed', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'quiet', u'room', u'staff']"
679,679,232697,Gainsborough Hotel,6.9,"[u'bed', u'breakfast', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'nice', u'positive', u'room', u'staff', u'tube']"
680,680,233504,H tel Bel Ami,8.6,[u'staff']
681,681,233609,St James Hotel Club Mayfair,8.7,"[u'location', u'staff']"
682,682,233744,Apex London Wall Hotel,9.1,"[u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'really', u'room', u'staff', u'stay']"
683,683,234181,Seraphine Kensington Gardens Hotel,7.4,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'location', u'room', u'staff']"
684,684,234491,Hotel de Nell,9,"[u'location', u'room', u'staff']"
685,685,234572,9Hotel Republique,8.8,"[u'hotel', u'location', u'room', u'staff']"
686,686,234755,Goralska R sidences H tel Paris Bastille,9.4,[]
687,687,234779,Club Quarters Hotel Gracechurch,8.2,"[u'area', u'bed', u'bottle', u'check', u'city', u'clean', u'close', u'coffee', u'comfortable', u'comfy', u'easy', u'excellent', u'facility', u'floor', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'lobby', u'location', u'london', u'nice', u'positive', u'quiet', u'room', u'staff', u'station', u'stay', u'tea', u'tube', u'value', u'walk', u'water', u'well']"
688,688,235882,Grange Blooms Hotel,8.3,"[u'location', u'room', u'staff']"
689,689,236055,DoubleTree by Hilton Hotel London Tower of London,8.7,"[u'also', u'amaze', u'amazing', u'area', u'arrival', u'bar', u'bathroom', u'beautiful', u'bed', u'breakfast', u'bridge', u'check', u'choice', u'city', u'clean', u'close', u'comfortable', u'comfy', u'cookie', u'cooky', u'definitely', u'drink', u'easy', u'enjoy', u'even', u'everything', u'excellent', u'executive', u'extremely', u'facility', u'fantastic', u'floor', u'food', u'free', u'friendly', u'get', u'give', u'good', u'great', u'helpful', u'hill', u'hotel', u'like', u'location', u'london', u'lot', u'lounge', u'love', u'lovely', u'make', u'minute', u'modern', u'need', u'nice', u'night', u'perfect', u'place', u'pleasant', u'positive', u'quiet', u'really', u'reception', u'restaurant', u'roof', u'rooftop', u'room', u'service', u'shower', u'sky', u'spacious', u'staff', u'station', u'stay', u'superb', u'time', u'top', u'touch', u'tower', u'tube', u'tv', u'underground', u'view', u'walk', u'warm', u'welcome', u'well', u'would']"
690,690,239267,H tel Baume,9,"[u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
691,691,239443,Hotel West End,8.8,"[u'hotel', u'location', u'room', u'staff']"
692,692,239572,Arioso,8.4,[]
693,693,239610,H tel Lancaster Paris Champs Elys es,8.8,"[u'hotel', u'location', u'staff']"
694,694,239690,Melia Paris Notre Dame,8.7,"[u'location', u'staff']"
695,695,239744,Hotel Mademoiselle,8.6,"[u'gare', u'good', u'hotel', u'location', u'room', u'staff']"
696,696,239945,Hotel Les Bains Paris,8.9,[]
697,697,239980,Hotel Ares Eiffel,8.8,"[u'friendly', u'great', u'hotel', u'location', u'room', u'staff']"
698,698,240192,Francois 1er,8.7,"[u'location', u'staff']"
699,699,240328,H tel Montmartre Mon Amour,8.1,"[u'location', u'room']"
